SCATS Number,Location,Date,Lane Points
3127,BALWYN_RD N of CANTERBURY_RD,2006-10-03 00:30:00,2
3127,BALWYN_RD N of CANTERBURY_RD,2006-10-03 00:30:00,3
3127,BALWYN_RD N of CANTERBURY_RD,2006-10-03 00:30:00,3
3127,BALWYN_RD N of CANTERBURY_RD,2006-10-03 00:30:00,1
3127,BALWYN_RD N of CANTERBURY_RD,2006-10-03 00:30:00,5
3127,BALWYN_RD N of CANTERBURY_RD,2006-10-03 00:30:00,4
3127,BALWYN_RD N of CANTERBURY_RD,2006-10-03 00:30:00,2
3127,BALWYN_RD N of CANTERBURY_RD,2006-10-03 00:30:00,0
3127,BALWYN_RD N of CANTERBURY_RD,2006-10-03 00:30:00,1
3127,BALWYN_RD N of CANTERBURY_RD,2006-10-03 00:30:00,0
3127,BALWYN_RD N of CANTERBURY_RD,2006-10-03 00:30:00,1
3127,BALWYN_RD N of CANTERBURY_RD,2006-10-03 00:30:00,0
3127,BALWYN_RD N of CANTERBURY_RD,2006-10-03 00:30:00,3
3127,BALWYN_RD N of CANTERBURY_RD,2006-10-03 00:30:00,2
3127,BALWYN_RD N of CANTERBURY_RD,2006-10-03 00:30:00,0
3127,BALWYN_RD N of CANTERBURY_RD,2006-10-03 00:30:00,2
3127,BALWYN_RD N of CANTERBURY_RD,2006-10-03 00:30:00,3
3127,BALWYN_RD N of CANTERBURY_RD,2006-10-03 00:30:00,2
3127,BALWYN_RD N of CANTERBURY_RD,2006-10-03 00:30:00,3
3127,BALWYN_RD N of CANTERBURY_RD,2006-10-03 00:30:00,6
3127,BALWYN_RD N of CANTERBURY_RD,2006-10-03 00:30:00,4
3127,BALWYN_RD N of CANTERBURY_RD,2006-10-03 00:30:00,10
3127,BALWYN_RD N of CANTERBURY_RD,2006-10-03 00:30:00,17
3127,BALWYN_RD N of CANTERBURY_RD,2006-10-03 00:30:00,38
3127,BALWYN_RD N of CANTERBURY_RD,2006-10-03 00:30:00,29
3127,BALWYN_RD N of CANTERBURY_RD,2006-10-03 00:30:00,53
3127,BALWYN_RD N of CANTERBURY_RD,2006-10-03 00:30:00,64
3127,BALWYN_RD N of CANTERBURY_RD,2006-10-03 00:30:00,99
3127,BALWYN_RD N of CANTERBURY_RD,2006-10-03 00:30:00,189
3127,BALWYN_RD N of CANTERBURY_RD,2006-10-03 00:30:00,191
3127,BALWYN_RD N of CANTERBURY_RD,2006-10-03 00:30:00,182
3127,BALWYN_RD N of CANTERBURY_RD,2006-10-03 00:30:00,174
3127,BALWYN_RD N of CANTERBURY_RD,2006-10-03 00:30:00,172
3127,BALWYN_RD N of CANTERBURY_RD,2006-10-03 00:30:00,192
3127,BALWYN_RD N of CANTERBURY_RD,2006-10-03 00:30:00,160
3127,BALWYN_RD N of CANTERBURY_RD,2006-10-03 00:30:00,191
3127,BALWYN_RD N of CANTERBURY_RD,2006-10-03 00:30:00,164
3127,BALWYN_RD N of CANTERBURY_RD,2006-10-03 00:30:00,132
3127,BALWYN_RD N of CANTERBURY_RD,2006-10-03 00:30:00,129
3127,BALWYN_RD N of CANTERBURY_RD,2006-10-03 00:30:00,131
3127,BALWYN_RD N of CANTERBURY_RD,2006-10-03 00:30:00,108
3127,BALWYN_RD N of CANTERBURY_RD,2006-10-03 00:30:00,118
3127,BALWYN_RD N of CANTERBURY_RD,2006-10-03 00:30:00,107
3127,BALWYN_RD N of CANTERBURY_RD,2006-10-03 00:30:00,98
3127,BALWYN_RD N of CANTERBURY_RD,2006-10-03 00:30:00,98
3127,BALWYN_RD N of CANTERBURY_RD,2006-10-03 00:30:00,92
3127,BALWYN_RD N of CANTERBURY_RD,2006-10-03 00:30:00,117
3127,BALWYN_RD N of CANTERBURY_RD,2006-10-03 00:30:00,97
3127,BALWYN_RD N of CANTERBURY_RD,2006-10-03 00:30:00,106
3127,BALWYN_RD N of CANTERBURY_RD,2006-10-03 00:30:00,91
3127,BALWYN_RD N of CANTERBURY_RD,2006-10-03 00:30:00,103
3127,BALWYN_RD N of CANTERBURY_RD,2006-10-03 00:30:00,96
3127,BALWYN_RD N of CANTERBURY_RD,2006-10-03 00:30:00,80
3127,BALWYN_RD N of CANTERBURY_RD,2006-10-03 00:30:00,71
