SCATS Number,Location,Date,Lane Points
2000,BURWOOD_HWY E of WARRIGAL_RD,2006-10-02 00:15:00,165
2000,BURWOOD_HWY E of WARRIGAL_RD,2006-10-02 00:15:00,202
2000,BURWOOD_HWY E of WARRIGAL_RD,2006-10-02 00:15:00,196
2000,BURWOOD_HWY E of WARRIGAL_RD,2006-10-02 00:15:00,247
2000,BURWOOD_HWY E of WARRIGAL_RD,2006-10-02 00:15:00,228
2000,BURWOOD_HWY E of WARRIGAL_RD,2006-10-02 00:15:00,252
2000,BURWOOD_HWY E of WARRIGAL_RD,2006-10-02 00:15:00,215
2000,BURWOOD_HWY E of WARRIGAL_RD,2006-10-02 00:15:00,273
2000,BURWOOD_HWY E of WARRIGAL_RD,2006-10-02 00:15:00,263
2000,BURWOOD_HWY E of WARRIGAL_RD,2006-10-02 00:15:00,289
2000,BURWOOD_HWY E of WARRIGAL_RD,2006-10-02 00:15:00,256
2000,BURWOOD_HWY E of WARRIGAL_RD,2006-10-02 00:15:00,246
2000,BURWOOD_HWY E of WARRIGAL_RD,2006-10-02 00:15:00,234
2000,BURWOOD_HWY E of WARRIGAL_RD,2006-10-02 00:15:00,231
2000,BURWOOD_HWY E of WARRIGAL_RD,2006-10-02 00:15:00,176
2000,BURWOOD_HWY E of WARRIGAL_RD,2006-10-02 00:15:00,185
2000,BURWOOD_HWY E of WARRIGAL_RD,2006-10-02 00:15:00,153
2000,BURWOOD_HWY E of WARRIGAL_RD,2006-10-02 00:15:00,150
2000,BURWOOD_HWY E of WARRIGAL_RD,2006-10-02 00:15:00,141
2000,BURWOOD_HWY E of WARRIGAL_RD,2006-10-02 00:15:00,135
2000,BURWOOD_HWY E of WARRIGAL_RD,2006-10-02 00:15:00,146
2000,BURWOOD_HWY E of WARRIGAL_RD,2006-10-02 00:15:00,111
2000,BURWOOD_HWY E of WARRIGAL_RD,2006-10-02 00:15:00,119
2000,BURWOOD_HWY E of WARRIGAL_RD,2006-10-02 00:15:00,117
2000,BURWOOD_HWY E of WARRIGAL_RD,2006-10-02 00:15:00,88
2000,BURWOOD_HWY E of WARRIGAL_RD,2006-10-02 00:15:00,117
2000,BURWOOD_HWY E of WARRIGAL_RD,2006-10-02 00:15:00,121
2000,BURWOOD_HWY E of WARRIGAL_RD,2006-10-02 00:15:00,80
2000,BURWOOD_HWY E of WARRIGAL_RD,2006-10-02 00:15:00,84
2000,BURWOOD_HWY E of WARRIGAL_RD,2006-10-02 00:15:00,79
2000,BURWOOD_HWY E of WARRIGAL_RD,2006-10-02 00:15:00,65
2000,BURWOOD_HWY E of WARRIGAL_RD,2006-10-02 00:15:00,68
2000,BURWOOD_HWY E of WARRIGAL_RD,2006-10-02 00:15:00,48
2000,BURWOOD_HWY E of WARRIGAL_RD,2006-10-02 00:15:00,51
2000,BURWOOD_HWY E of WARRIGAL_RD,2006-10-02 00:15:00,33
2000,BURWOOD_HWY E of WARRIGAL_RD,2006-10-03 00:30:00,28
2000,BURWOOD_HWY E of WARRIGAL_RD,2006-10-03 00:30:00,28
2000,BURWOOD_HWY E of WARRIGAL_RD,2006-10-03 00:30:00,18
2000,BURWOOD_HWY E of WARRIGAL_RD,2006-10-03 00:30:00,13
2000,BURWOOD_HWY E of WARRIGAL_RD,2006-10-03 00:30:00,14
2000,BURWOOD_HWY E of WARRIGAL_RD,2006-10-03 00:30:00,15
2000,BURWOOD_HWY E of WARRIGAL_RD,2006-10-03 00:30:00,14
2000,BURWOOD_HWY E of WARRIGAL_RD,2006-10-03 00:30:00,13
2000,BURWOOD_HWY E of WARRIGAL_RD,2006-10-03 00:30:00,11
2000,BURWOOD_HWY E of WARRIGAL_RD,2006-10-03 00:30:00,12
2000,BURWOOD_HWY E of WARRIGAL_RD,2006-10-03 00:30:00,13
2000,BURWOOD_HWY E of WARRIGAL_RD,2006-10-03 00:30:00,10
2000,BURWOOD_HWY E of WARRIGAL_RD,2006-10-03 00:30:00,9
2000,BURWOOD_HWY E of WARRIGAL_RD,2006-10-03 00:30:00,7
2000,BURWOOD_HWY E of WARRIGAL_RD,2006-10-03 00:30:00,15
2000,BURWOOD_HWY E of WARRIGAL_RD,2006-10-03 00:30:00,16
2000,BURWOOD_HWY E of WARRIGAL_RD,2006-10-03 00:30:00,9
2000,BURWOOD_HWY E of WARRIGAL_RD,2006-10-03 00:30:00,17
2000,BURWOOD_HWY E of WARRIGAL_RD,2006-10-03 00:30:00,29
2000,BURWOOD_HWY E of WARRIGAL_RD,2006-10-03 00:30:00,32
2000,BURWOOD_HWY E of WARRIGAL_RD,2006-10-03 00:30:00,37
2000,BURWOOD_HWY E of WARRIGAL_RD,2006-10-03 00:30:00,68
2000,BURWOOD_HWY E of WARRIGAL_RD,2006-10-03 00:30:00,108
2000,BURWOOD_HWY E of WARRIGAL_RD,2006-10-03 00:30:00,134
2000,BURWOOD_HWY E of WARRIGAL_RD,2006-10-03 00:30:00,182
2000,BURWOOD_HWY E of WARRIGAL_RD,2006-10-03 00:30:00,281
2000,BURWOOD_HWY E of WARRIGAL_RD,2006-10-03 00:30:00,391
2000,BURWOOD_HWY E of WARRIGAL_RD,2006-10-03 00:30:00,375
2000,BURWOOD_HWY E of WARRIGAL_RD,2006-10-03 00:30:00,465
2000,BURWOOD_HWY E of WARRIGAL_RD,2006-10-03 00:30:00,491
2000,BURWOOD_HWY E of WARRIGAL_RD,2006-10-03 00:30:00,421
2000,BURWOOD_HWY E of WARRIGAL_RD,2006-10-03 00:30:00,435
2000,BURWOOD_HWY E of WARRIGAL_RD,2006-10-03 00:30:00,390
2000,BURWOOD_HWY E of WARRIGAL_RD,2006-10-03 00:30:00,338
2000,BURWOOD_HWY E of WARRIGAL_RD,2006-10-03 00:30:00,335
2000,BURWOOD_HWY E of WARRIGAL_RD,2006-10-03 00:30:00,322
2000,BURWOOD_HWY E of WARRIGAL_RD,2006-10-03 00:30:00,325
2000,BURWOOD_HWY E of WARRIGAL_RD,2006-10-03 00:30:00,294
2000,BURWOOD_HWY E of WARRIGAL_RD,2006-10-03 00:30:00,231
2000,BURWOOD_HWY E of WARRIGAL_RD,2006-10-03 00:30:00,237
2000,BURWOOD_HWY E of WARRIGAL_RD,2006-10-03 00:30:00,159
2000,BURWOOD_HWY E of WARRIGAL_RD,2006-10-03 00:30:00,202
2000,BURWOOD_HWY E of WARRIGAL_RD,2006-10-03 00:30:00,200
2000,BURWOOD_HWY E of WARRIGAL_RD,2006-10-03 00:30:00,171
2000,BURWOOD_HWY E of WARRIGAL_RD,2006-10-03 00:30:00,192
2000,BURWOOD_HWY E of WARRIGAL_RD,2006-10-03 00:30:00,183
2000,BURWOOD_HWY E of WARRIGAL_RD,2006-10-03 00:30:00,182
2000,BURWOOD_HWY E of WARRIGAL_RD,2006-10-03 00:30:00,195
2000,BURWOOD_HWY E of WARRIGAL_RD,2006-10-03 00:30:00,172
2000,BURWOOD_HWY E of WARRIGAL_RD,2006-10-03 00:30:00,197
2000,BURWOOD_HWY E of WARRIGAL_RD,2006-10-03 00:30:00,202
2000,BURWOOD_HWY E of WARRIGAL_RD,2006-10-03 00:30:00,167
2000,BURWOOD_HWY E of WARRIGAL_RD,2006-10-03 00:30:00,219
2000,BURWOOD_HWY E of WARRIGAL_RD,2006-10-03 00:30:00,175
2000,BURWOOD_HWY E of WARRIGAL_RD,2006-10-03 00:30:00,180
2000,BURWOOD_HWY E of WARRIGAL_RD,2006-10-03 00:30:00,189
2000,BURWOOD_HWY E of WARRIGAL_RD,2006-10-03 00:30:00,203
2000,BURWOOD_HWY E of WARRIGAL_RD,2006-10-03 00:30:00,223
2000,BURWOOD_HWY E of WARRIGAL_RD,2006-10-03 00:30:00,185
2000,BURWOOD_HWY E of WARRIGAL_RD,2006-10-03 00:30:00,161
2000,BURWOOD_HWY E of WARRIGAL_RD,2006-10-03 00:30:00,229
2000,BURWOOD_HWY E of WARRIGAL_RD,2006-10-03 00:30:00,211
2000,BURWOOD_HWY E of WARRIGAL_RD,2006-10-03 00:30:00,196
2000,BURWOOD_HWY E of WARRIGAL_RD,2006-10-03 00:30:00,186
2000,BURWOOD_HWY E of WARRIGAL_RD,2006-10-03 00:30:00,230
2000,BURWOOD_HWY E of WARRIGAL_RD,2006-10-03 00:30:00,228
2000,BURWOOD_HWY E of WARRIGAL_RD,2006-10-03 00:30:00,247
2000,BURWOOD_HWY E of WARRIGAL_RD,2006-10-03 00:30:00,238
2000,BURWOOD_HWY E of WARRIGAL_RD,2006-10-03 00:30:00,226
2000,BURWOOD_HWY E of WARRIGAL_RD,2006-10-03 00:30:00,263
2000,BURWOOD_HWY E of WARRIGAL_RD,2006-10-03 00:30:00,247
2000,BURWOOD_HWY E of WARRIGAL_RD,2006-10-03 00:30:00,272
2000,BURWOOD_HWY E of WARRIGAL_RD,2006-10-03 00:30:00,232
2000,BURWOOD_HWY E of WARRIGAL_RD,2006-10-03 00:30:00,274
2000,BURWOOD_HWY E of WARRIGAL_RD,2006-10-03 00:30:00,228
2000,BURWOOD_HWY E of WARRIGAL_RD,2006-10-03 00:30:00,220
2000,BURWOOD_HWY E of WARRIGAL_RD,2006-10-03 00:30:00,191
2000,BURWOOD_HWY E of WARRIGAL_RD,2006-10-03 00:30:00,178
2000,BURWOOD_HWY E of WARRIGAL_RD,2006-10-03 00:30:00,167
2000,BURWOOD_HWY E of WARRIGAL_RD,2006-10-03 00:30:00,163
2000,BURWOOD_HWY E of WARRIGAL_RD,2006-10-03 00:30:00,163
2000,BURWOOD_HWY E of WARRIGAL_RD,2006-10-03 00:30:00,121
2000,BURWOOD_HWY E of WARRIGAL_RD,2006-10-03 00:30:00,127
2000,BURWOOD_HWY E of WARRIGAL_RD,2006-10-03 00:30:00,127
2000,BURWOOD_HWY E of WARRIGAL_RD,2006-10-03 00:30:00,134
2000,BURWOOD_HWY E of WARRIGAL_RD,2006-10-03 00:30:00,107
2000,BURWOOD_HWY E of WARRIGAL_RD,2006-10-03 00:30:00,108
2000,BURWOOD_HWY E of WARRIGAL_RD,2006-10-03 00:30:00,137
2000,BURWOOD_HWY E of WARRIGAL_RD,2006-10-03 00:30:00,134
2000,BURWOOD_HWY E of WARRIGAL_RD,2006-10-03 00:30:00,90
2000,BURWOOD_HWY E of WARRIGAL_RD,2006-10-03 00:30:00,96
2000,BURWOOD_HWY E of WARRIGAL_RD,2006-10-03 00:30:00,76
2000,BURWOOD_HWY E of WARRIGAL_RD,2006-10-03 00:30:00,88
2000,BURWOOD_HWY E of WARRIGAL_RD,2006-10-03 00:30:00,99
2000,BURWOOD_HWY E of WARRIGAL_RD,2006-10-03 00:30:00,35
2000,BURWOOD_HWY E of WARRIGAL_RD,2006-10-03 00:30:00,43
2000,BURWOOD_HWY E of WARRIGAL_RD,2006-10-04 00:45:00,32
2000,BURWOOD_HWY E of WARRIGAL_RD,2006-10-04 00:45:00,29
2000,BURWOOD_HWY E of WARRIGAL_RD,2006-10-04 00:45:00,25
2000,BURWOOD_HWY E of WARRIGAL_RD,2006-10-04 00:45:00,18
2000,BURWOOD_HWY E of WARRIGAL_RD,2006-10-04 00:45:00,16
2000,BURWOOD_HWY E of WARRIGAL_RD,2006-10-04 00:45:00,11
2000,BURWOOD_HWY E of WARRIGAL_RD,2006-10-04 00:45:00,22
2000,BURWOOD_HWY E of WARRIGAL_RD,2006-10-04 00:45:00,17
2000,BURWOOD_HWY E of WARRIGAL_RD,2006-10-04 00:45:00,8
2000,BURWOOD_HWY E of WARRIGAL_RD,2006-10-04 00:45:00,13
2000,BURWOOD_HWY E of WARRIGAL_RD,2006-10-04 00:45:00,13
2000,BURWOOD_HWY E of WARRIGAL_RD,2006-10-04 00:45:00,7
2000,BURWOOD_HWY E of WARRIGAL_RD,2006-10-04 00:45:00,5
2000,BURWOOD_HWY E of WARRIGAL_RD,2006-10-04 00:45:00,6
